C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_31_675.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_31_675.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_31_675.jpg, 0, 0, 0, 7.873009E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_31_779.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_31_779.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_31_779.jpg, 0, 0, 0, 7.861487E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_31_880.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_31_880.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_31_880.jpg, 0, 0, 0, 7.810981E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_31_990.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_31_990.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_31_990.jpg, 0, 0, 0, 7.77646E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_32_103.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_32_103.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_32_103.jpg, 0, 0, 0, 7.852403E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_32_213.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_32_213.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_32_213.jpg, 0, 0, 0, 7.855122E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_32_318.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_32_318.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_32_318.jpg, 0, 0, 0, 7.809991E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_32_428.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_32_428.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_32_428.jpg, 0, 0, 0, 7.795884E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_32_535.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_32_535.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_32_535.jpg, 0, 0, 0, 7.798582E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_32_650.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_32_650.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_32_650.jpg, 0, 0, 0, 7.792882E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_32_759.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_32_759.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_32_759.jpg, 0, 0, 0, 7.825316E-05
C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\center_2020_07_22_11_48_32_861.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\left_2020_07_22_11_48_32_861.jpg, C:\Users\sharn_6qt6gtn\Desktop\dataset_selfDrivingCar\IMG\right_2020_07_22_11_48_32_861.jpg, 0, 0, 0, 7.915486E-05
